id;age;sex;ipd(mm);taL;taR;tv;correctionR;correctionL;timeCorrection(sec);date;expName;blocksRepN;trialsRepN;rectWidth;margin;length;height;lengthStim;heightStim;blackBG;resolution;oriL;oriR;heightDrawStimuli0;heightDrawStimuli1;blockN;blockNCon;blockSf;blockScreenDistL;blockScreenDistR;trialN;trialNBlock;trialAlpha;blockAlpha;startGetTIme;endGetTIme;startTS;endTS;responseCorrect;responseKey;blockEndTS;blockStartTS
ML;24;m;62;0.25;1.25;;-4;-4;0;2020_Sep_03_1431;haploAD;1;6;0.1;1.2;1.5;1.5;4.0;4.0;1;1024_600;6;6.0;0.0;0.0;4;0;10;50;50;0;0;0.0;15.0;258.578;261.765;1599132802.0614;1599132805.2481;1;5;0;1599132802.0614
ML;24;m;62;0.25;1.25;;-4;-4;0;2020_Sep_03_1431;haploAD;1;6;0.1;1.2;1.5;1.5;4.0;4.0;1;1024_600;-9;-9.0;0.0;0.0;4;0;10;50;50;1;1;0.0;15.0;261.95;264.564;1599132805.4327;1599132808.0469;1;5;0;1599132802.0614
ML;24;m;62;0.25;1.25;;-4;-4;0;2020_Sep_03_1431;haploAD;1;6;0.1;1.2;1.5;1.5;4.0;4.0;1;1024_600;-7.0;8;0.0;0.0;4;0;10;50;50;2;2;15.0;15.0;264.721;267.871;1599132808.2044;1599132811.3548;1;7;0;1599132802.0614
ML;24;m;62;0.25;1.25;;-4;-4;0;2020_Sep_03_1431;haploAD;1;6;0.1;1.2;1.5;1.5;4.0;4.0;1;1024_600;10;10.0;0.0;0.0;4;0;10;50;50;3;3;0.0;15.0;268.028;270.141;1599132811.5117;1599132813.6235;1;5;0;1599132802.0614
ML;24;m;62;0.25;1.25;;-4;-4;0;2020_Sep_03_1431;haploAD;1;6;0.1;1.2;1.5;1.5;4.0;4.0;1;1024_600;8;-7.0;0.0;0.0;4;0;10;50;50;4;4;15.0;15.0;270.286;272.293;1599132813.7694;1599132815.7766;0;5;0;1599132802.0614
ML;24;m;62;0.25;1.25;;-4;-4;0;2020_Sep_03_1431;haploAD;1;6;0.1;1.2;1.5;1.5;4.0;4.0;1;1024_600;-10;5.0;0.0;0.0;4;0;10;50;50;5;5;15.0;15.0;272.442;278.81;1599132815.9255;1599132822.2931;0;5;0;1599132802.0614
ML;24;m;62;0.25;1.25;;-4;-4;0;2020_Sep_03_1431;haploAD;1;6;0.1;1.2;1.5;1.5;4.0;4.0;1;1024_600;8;-7.0;0.0;0.0;4;0;10;50;50;6;6;15.0;15.0;278.969;283.893;1599132822.452;1599132827.3757;0;5;0;1599132802.0614
ML;24;m;62;0.25;1.25;;-4;-4;0;2020_Sep_03_1431;haploAD;1;6;0.1;1.2;1.5;1.5;4.0;4.0;1;1024_600;-5;10.0;0.0;0.0;4;0;10;50;50;7;7;15.0;15.0;284.038;286.253;1599132827.5205;1599132829.7363;1;7;0;1599132802.0614
ML;24;m;62;0.25;1.25;;-4;-4;0;2020_Sep_03_1431;haploAD;1;6;0.1;1.2;1.5;1.5;4.0;4.0;1;1024_600;5.0;5;0.0;0.0;4;0;10;50;50;8;8;0.0;15.0;286.398;288.466;1599132829.8812;1599132831.9491;1;5;0;1599132802.0614
ML;24;m;62;0.25;1.25;;-4;-4;0;2020_Sep_03_1431;haploAD;1;6;0.1;1.2;1.5;1.5;4.0;4.0;1;1024_600;-5;-5.0;0.0;0.0;4;0;10;50;50;9;9;0.0;15.0;288.628;292.41;1599132832.111;1599132835.8926;1;5;0;1599132802.0614
ML;24;m;62;0.25;1.25;;-4;-4;0;2020_Sep_03_1431;haploAD;1;6;0.1;1.2;1.5;1.5;4.0;4.0;1;1024_600;-8.0;7;0.0;0.0;4;0;10;50;50;10;10;15.0;15.0;292.56;298.631;1599132836.0435;1599132842.1141;0;5;0;1599132802.0614
ML;24;m;62;0.25;1.25;;-4;-4;0;2020_Sep_03_1431;haploAD;1;6;0.1;1.2;1.5;1.5;4.0;4.0;1;1024_600;8;8.0;0.0;0.0;4;0;10;50;50;11;11;0.0;15.0;298.781;302.282;1599132842.2641;1599132845.7642;1;5;1599132845.7642;1599132802.0614
ML;24;m;62;0.25;1.25;;-4;-4;0;2020_Sep_03_1431;haploAD;1;6;0.1;1.2;1.5;1.5;4.0;4.0;1;1024_600;-20.0;10;0.0;0.0;5;1;10;50;50;12;0;30.0;30.0;306.761;313.018;1599132850.2442;1599132856.5016;0;5;0;1599132850.2442
ML;24;m;62;0.25;1.25;;-4;-4;0;2020_Sep_03_1431;haploAD;1;6;0.1;1.2;1.5;1.5;4.0;4.0;1;1024_600;-8.0;-8;0.0;0.0;5;1;10;50;50;13;1;0.0;30.0;313.174;323.573;1599132856.6576;1599132867.056;1;5;0;1599132850.2442
ML;24;m;62;0.25;1.25;;-4;-4;0;2020_Sep_03_1431;haploAD;1;6;0.1;1.2;1.5;1.5;4.0;4.0;1;1024_600;12.0;12;0.0;0.0;5;1;10;50;50;14;2;0.0;30.0;323.721;330.636;1599132867.2035;1599132874.1189;1;5;0;1599132850.2442
ML;24;m;62;0.25;1.25;;-4;-4;0;2020_Sep_03_1431;haploAD;1;6;0.1;1.2;1.5;1.5;4.0;4.0;1;1024_600;-16;-16.0;0.0;0.0;5;1;10;50;50;15;3;0.0;30.0;330.786;334.27;1599132874.2688;1599132877.7525;1;5;0;1599132850.2442
ML;24;m;62;0.25;1.25;;-4;-4;0;2020_Sep_03_1431;haploAD;1;6;0.1;1.2;1.5;1.5;4.0;4.0;1;1024_600;-11.0;19;0.0;0.0;5;1;10;50;50;16;4;30.0;30.0;334.428;340.516;1599132877.9105;1599132883.9995;1;7;0;1599132850.2442
ML;24;m;62;0.25;1.25;;-4;-4;0;2020_Sep_03_1431;haploAD;1;6;0.1;1.2;1.5;1.5;4.0;4.0;1;1024_600;-12.0;-12;0.0;0.0;5;1;10;50;50;17;5;0.0;30.0;340.664;347.357;1599132884.1464;1599132890.8401;1;5;0;1599132850.2442
ML;24;m;62;0.25;1.25;;-4;-4;0;2020_Sep_03_1431;haploAD;1;6;0.1;1.2;1.5;1.5;4.0;4.0;1;1024_600;24;24.0;0.0;0.0;5;1;10;50;50;18;6;0.0;30.0;347.51;352.334;1599132890.9926;1599132895.8172;1;5;0;1599132850.2442
ML;24;m;62;0.25;1.25;;-4;-4;0;2020_Sep_03_1431;haploAD;1;6;0.1;1.2;1.5;1.5;4.0;4.0;1;1024_600;-5.0;25;0.0;0.0;5;1;10;50;50;19;7;30.0;30.0;352.492;356.606;1599132895.9745;1599132900.089;1;7;0;1599132850.2442
ML;24;m;62;0.25;1.25;;-4;-4;0;2020_Sep_03_1431;haploAD;1;6;0.1;1.2;1.5;1.5;4.0;4.0;1;1024_600;-24.0;-24;0.0;0.0;5;1;10;50;50;20;8;0.0;30.0;356.76;360.755;1599132900.2429;1599132904.238;1;5;0;1599132850.2442
ML;24;m;62;0.25;1.25;;-4;-4;0;2020_Sep_03_1431;haploAD;1;6;0.1;1.2;1.5;1.5;4.0;4.0;1;1024_600;-15;15.0;0.0;0.0;5;1;10;50;50;21;9;30.0;30.0;360.912;365.116;1599132904.3954;1599132908.5992;1;7;0;1599132850.2442
ML;24;m;62;0.25;1.25;;-4;-4;0;2020_Sep_03_1431;haploAD;1;6;0.1;1.2;1.5;1.5;4.0;4.0;1;1024_600;-21;9.0;0.0;0.0;5;1;10;50;50;22;10;30.0;30.0;365.271;378.212;1599132908.7542;1599132921.695;1;7;0;1599132850.2442
ML;24;m;62;0.25;1.25;;-4;-4;0;2020_Sep_03_1431;haploAD;1;6;0.1;1.2;1.5;1.5;4.0;4.0;1;1024_600;17.0;-13;0.0;0.0;5;1;10;50;50;23;11;30.0;30.0;378.365;383.74;1599132921.8479;1599132927.2229;1;7;1599132927.2229;1599132850.2442
ML;24;m;62;0.25;1.25;;-4;-4;0;2020_Sep_03_1431;haploAD;1;6;0.1;1.2;1.5;1.5;4.0;4.0;1;1024_600;8.0;-7;0.0;0.0;10;2;10;50;25;24;0;15.0;15.0;403.504;407.353;1599132946.9869;1599132950.8364;0;5;0;1599132946.9869
ML;24;m;62;0.25;1.25;;-4;-4;0;2020_Sep_03_1431;haploAD;1;6;0.1;1.2;1.5;1.5;4.0;4.0;1;1024_600;7.0;-8;0.0;0.0;10;2;10;50;25;25;1;15.0;15.0;407.5;413.442;1599132950.9833;1599132956.9243;0;5;0;1599132946.9869
ML;24;m;62;0.25;1.25;;-4;-4;0;2020_Sep_03_1431;haploAD;1;6;0.1;1.2;1.5;1.5;4.0;4.0;1;1024_600;6.0;-9;0.0;0.0;10;2;10;50;25;26;2;15.0;15.0;413.589;426.38;1599132957.0722;1599132969.863;1;7;0;1599132946.9869
ML;24;m;62;0.25;1.25;;-4;-4;0;2020_Sep_03_1431;haploAD;1;6;0.1;1.2;1.5;1.5;4.0;4.0;1;1024_600;8;8.0;0.0;0.0;10;2;10;50;25;27;3;0.0;15.0;426.526;436.379;1599132970.0089;1599132979.8625;1;5;0;1599132946.9869
ML;24;m;62;0.25;1.25;;-4;-4;0;2020_Sep_03_1431;haploAD;1;6;0.1;1.2;1.5;1.5;4.0;4.0;1;1024_600;8.0;-7;0.0;0.0;10;2;10;50;25;28;4;15.0;15.0;436.533;441.951;1599132980.0165;1599132985.4339;1;7;0;1599132946.9869
ML;24;m;62;0.25;1.25;;-4;-4;0;2020_Sep_03_1431;haploAD;1;6;0.1;1.2;1.5;1.5;4.0;4.0;1;1024_600;8;8.0;0.0;0.0;10;2;10;50;25;29;5;0.0;15.0;442.098;445.355;1599132985.5809;1599132988.8382;1;5;0;1599132946.9869
ML;24;m;62;0.25;1.25;;-4;-4;0;2020_Sep_03_1431;haploAD;1;6;0.1;1.2;1.5;1.5;4.0;4.0;1;1024_600;9;9.0;0.0;0.0;10;2;10;50;25;30;6;0.0;15.0;445.507;461.852;1599132988.9901;1599133005.3349;0;7;0;1599132946.9869
ML;24;m;62;0.25;1.25;;-4;-4;0;2020_Sep_03_1431;haploAD;1;6;0.1;1.2;1.5;1.5;4.0;4.0;1;1024_600;5.0;-10;0.0;0.0;10;2;10;50;25;31;7;15.0;15.0;461.998;468.27;1599133005.4809;1599133011.7528;0;5;0;1599132946.9869
ML;24;m;62;0.25;1.25;;-4;-4;0;2020_Sep_03_1431;haploAD;1;6;0.1;1.2;1.5;1.5;4.0;4.0;1;1024_600;-10.0;-10;0.0;0.0;10;2;10;50;25;32;8;0.0;15.0;468.422;472.851;1599133011.9048;1599133016.3349;1;5;0;1599132946.9869
ML;24;m;62;0.25;1.25;;-4;-4;0;2020_Sep_03_1431;haploAD;1;6;0.1;1.2;1.5;1.5;4.0;4.0;1;1024_600;-7;8.0;0.0;0.0;10;2;10;50;25;33;9;15.0;15.0;472.997;475.941;1599133016.4799;1599133019.4237;0;5;0;1599132946.9869
ML;24;m;62;0.25;1.25;;-4;-4;0;2020_Sep_03_1431;haploAD;1;6;0.1;1.2;1.5;1.5;4.0;4.0;1;1024_600;6;6.0;0.0;0.0;10;2;10;50;25;34;10;0.0;15.0;476.085;479.187;1599133019.5676;1599133022.6699;1;5;0;1599132946.9869
ML;24;m;62;0.25;1.25;;-4;-4;0;2020_Sep_03_1431;haploAD;1;6;0.1;1.2;1.5;1.5;4.0;4.0;1;1024_600;-9;-9.0;0.0;0.0;10;2;10;50;25;35;11;0.0;15.0;479.334;486.722;1599133022.8169;1599133030.2048;1;5;1599133030.2048;1599132946.9869
ML;24;m;62;0.25;1.25;;-4;-4;0;2020_Sep_03_1431;haploAD;1;6;0.1;1.2;1.5;1.5;4.0;4.0;1;1024_600;8.0;8;0.0;0.0;12;3;1;25;50;36;0;0.0;15.0;500.639;503.992;1599133044.1221;1599133047.4745;1;5;0;1599133044.1221
ML;24;m;62;0.25;1.25;;-4;-4;0;2020_Sep_03_1431;haploAD;1;6;0.1;1.2;1.5;1.5;4.0;4.0;1;1024_600;-10;-10.0;0.0;0.0;12;3;1;25;50;37;1;0.0;15.0;504.144;506.362;1599133047.6276;1599133049.8444;1;5;0;1599133044.1221
ML;24;m;62;0.25;1.25;;-4;-4;0;2020_Sep_03_1431;haploAD;1;6;0.1;1.2;1.5;1.5;4.0;4.0;1;1024_600;-8.0;-8;0.0;0.0;12;3;1;25;50;38;2;0.0;15.0;506.518;508.681;1599133050.0013;1599133052.1645;1;5;0;1599133044.1221
ML;24;m;62;0.25;1.25;;-4;-4;0;2020_Sep_03_1431;haploAD;1;6;0.1;1.2;1.5;1.5;4.0;4.0;1;1024_600;-7.0;8;0.0;0.0;12;3;1;25;50;39;3;15.0;15.0;508.834;511.13;1599133052.3176;1599133054.6131;0;5;0;1599133044.1221
ML;24;m;62;0.25;1.25;;-4;-4;0;2020_Sep_03_1431;haploAD;1;6;0.1;1.2;1.5;1.5;4.0;4.0;1;1024_600;-5.0;-5;0.0;0.0;12;3;1;25;50;40;4;0.0;15.0;511.281;513.986;1599133054.764;1599133057.469;1;5;0;1599133044.1221
ML;24;m;62;0.25;1.25;;-4;-4;0;2020_Sep_03_1431;haploAD;1;6;0.1;1.2;1.5;1.5;4.0;4.0;1;1024_600;6.0;-9;0.0;0.0;12;3;1;25;50;41;5;15.0;15.0;514.136;515.728;1599133057.619;1599133059.2118;0;5;0;1599133044.1221
ML;24;m;62;0.25;1.25;;-4;-4;0;2020_Sep_03_1431;haploAD;1;6;0.1;1.2;1.5;1.5;4.0;4.0;1;1024_600;-5;-5.0;0.0;0.0;12;3;1;25;50;42;6;0.0;15.0;515.884;517.821;1599133059.3677;1599133061.3045;1;5;0;1599133044.1221
ML;24;m;62;0.25;1.25;;-4;-4;0;2020_Sep_03_1431;haploAD;1;6;0.1;1.2;1.5;1.5;4.0;4.0;1;1024_600;9.0;-6;0.0;0.0;12;3;1;25;50;43;7;15.0;15.0;517.967;520.372;1599133061.4504;1599133063.8549;0;5;0;1599133044.1221
ML;24;m;62;0.25;1.25;;-4;-4;0;2020_Sep_03_1431;haploAD;1;6;0.1;1.2;1.5;1.5;4.0;4.0;1;1024_600;9.0;-6;0.0;0.0;12;3;1;25;50;44;8;15.0;15.0;520.517;522.234;1599133064.0003;1599133065.7164;0;5;0;1599133044.1221
ML;24;m;62;0.25;1.25;;-4;-4;0;2020_Sep_03_1431;haploAD;1;6;0.1;1.2;1.5;1.5;4.0;4.0;1;1024_600;6.0;-9;0.0;0.0;12;3;1;25;50;45;9;15.0;15.0;522.381;524.47;1599133065.8645;1599133067.9522;0;5;0;1599133044.1221
