id;age;sex;ipd(mm);taL;taR;tv;correctionR;correctionL;timeCorrection(sec);date;expName;blocksRepN;trialsRepN;rectWidth;margin;length;height;lengthStim;heightStim;blackBG;resolution;oriL;oriR;heightDrawStimuli0;heightDrawStimuli1;blockN;blockNCon;blockSf;blockScreenDistL;blockScreenDistR;trialN;trialNBlock;trialAlpha;blockAlpha;startGetTIme;endGetTIme;startTS;endTS;responseCorrect;responseKey;blockEndTS;blockStartTS
GN;20;f;75;0.25;0.25;;-1.5;-1.25;0;2020_Sep_24_1104;haploAD;1;6;0.1;1.2;1.5;1.5;4.0;4.0;1;1024_600;18.0;18;0.0;0.0;1;0;1;50;50;0;0;0.0;30.0;274.783;287.185;1600934848.7798;1600934861.182;1;5;0;1600934848.7798
GN;20;f;75;0.25;0.25;;-1.5;-1.25;0;2020_Sep_24_1104;haploAD;1;6;0.1;1.2;1.5;1.5;4.0;4.0;1;1024_600;-21;9.0;0.0;0.0;1;0;1;50;50;1;1;30.0;30.0;287.349;293.67;1600934861.3454;1600934867.6661;1;7;0;1600934848.7798
GN;20;f;75;0.25;0.25;;-1.5;-1.25;0;2020_Sep_24_1104;haploAD;1;6;0.1;1.2;1.5;1.5;4.0;4.0;1;1024_600;16.0;-14;0.0;0.0;1;0;1;50;50;2;2;30.0;30.0;293.825;297.725;1600934867.8221;1600934871.7222;1;7;0;1600934848.7798
GN;20;f;75;0.25;0.25;;-1.5;-1.25;0;2020_Sep_24_1104;haploAD;1;6;0.1;1.2;1.5;1.5;4.0;4.0;1;1024_600;-5;25.0;0.0;0.0;1;0;1;50;50;3;3;30.0;30.0;297.875;305.013;1600934871.8711;1600934879.0098;1;7;0;1600934848.7798
GN;20;f;75;0.25;0.25;;-1.5;-1.25;0;2020_Sep_24_1104;haploAD;1;6;0.1;1.2;1.5;1.5;4.0;4.0;1;1024_600;-19.0;11;0.0;0.0;1;0;1;50;50;4;4;30.0;30.0;305.173;309.615;1600934879.1703;1600934883.6116;1;7;0;1600934848.7798
GN;20;f;75;0.25;0.25;;-1.5;-1.25;0;2020_Sep_24_1104;haploAD;1;6;0.1;1.2;1.5;1.5;4.0;4.0;1;1024_600;11.0;-19;0.0;0.0;1;0;1;50;50;5;5;30.0;30.0;309.763;321.258;1600934883.7595;1600934895.2549;1;7;0;1600934848.7798
GN;20;f;75;0.25;0.25;;-1.5;-1.25;0;2020_Sep_24_1104;haploAD;1;6;0.1;1.2;1.5;1.5;4.0;4.0;1;1024_600;5.0;5;0.0;0.0;1;0;1;50;50;6;6;0.0;30.0;321.417;324.104;1600934895.4129;1600934898.1006;1;5;0;1600934848.7798
GN;20;f;75;0.25;0.25;;-1.5;-1.25;0;2020_Sep_24_1104;haploAD;1;6;0.1;1.2;1.5;1.5;4.0;4.0;1;1024_600;-19;11.0;0.0;0.0;1;0;1;50;50;7;7;30.0;30.0;324.257;337.025;1600934898.2532;1600934911.0217;1;7;0;1600934848.7798
GN;20;f;75;0.25;0.25;;-1.5;-1.25;0;2020_Sep_24_1104;haploAD;1;6;0.1;1.2;1.5;1.5;4.0;4.0;1;1024_600;-20.0;-20;0.0;0.0;1;0;1;50;50;8;8;0.0;30.0;337.179;339.828;1600934911.1766;1600934913.8253;1;5;0;1600934848.7798
GN;20;f;75;0.25;0.25;;-1.5;-1.25;0;2020_Sep_24_1104;haploAD;1;6;0.1;1.2;1.5;1.5;4.0;4.0;1;1024_600;16;16.0;0.0;0.0;1;0;1;50;50;9;9;0.0;30.0;339.976;346.001;1600934913.9722;1600934919.9973;1;5;0;1600934848.7798
