id;age;sex;ipd(mm);taL;taR;tv;correctionR;correctionL;timeCorrection(sec);date;expName;blocksRepN;trialsRepN;rectWidth;margin;length;height;lengthStim;heightStim;blackBG;resolution;oriL;oriR;heightDrawStimuli0;heightDrawStimuli1;blockN;blockNCon;blockSf;blockScreenDistL;blockScreenDistR;trialN;trialNBlock;trialAlpha;blockAlpha;startGetTIme;endGetTIme;startTS;endTS;responseCorrect;responseKey;blockEndTS;blockStartTS
JC;26;m;68;0;-0.25;;0;0;1;2020_Jul_06_1029;haploAD;1;6;0.1;1.2;1.5;1.5;4.0;4.0;1;1024_600;-8.0;-8;0.0;0.0;22;0;10;25;25;0;0;0.0;15.0;103.494;104.736;1594020648.2291;1594020649.4713;1;5;0;1594020648.2291
JC;26;m;68;0;-0.25;;0;0;1;2020_Jul_06_1029;haploAD;1;6;0.1;1.2;1.5;1.5;4.0;4.0;1;1024_600;9.0;-6;0.0;0.0;22;0;10;25;25;1;1;15.0;15.0;104.897;105.531;1594020649.6318;1594020650.2664;1;7;0;1594020648.2291
JC;26;m;68;0;-0.25;;0;0;1;2020_Jul_06_1029;haploAD;1;6;0.1;1.2;1.5;1.5;4.0;4.0;1;1024_600;7;-8.0;0.0;0.0;22;0;10;25;25;2;2;15.0;15.0;105.696;106.446;1594020650.4313;1594020651.1808;1;7;0;1594020648.2291
JC;26;m;68;0;-0.25;;0;0;1;2020_Jul_06_1029;haploAD;1;6;0.1;1.2;1.5;1.5;4.0;4.0;1;1024_600;5.0;-10;0.0;0.0;22;0;10;25;25;3;3;15.0;15.0;106.599;107.393;1594020651.3336;1594020652.128;1;7;0;1594020648.2291
JC;26;m;68;0;-0.25;;0;0;1;2020_Jul_06_1029;haploAD;1;6;0.1;1.2;1.5;1.5;4.0;4.0;1;1024_600;10.0;10;0.0;0.0;22;0;10;25;25;4;4;0.0;15.0;107.546;108.328;1594020652.2809;1594020653.063;1;5;0;1594020648.2291
JC;26;m;68;0;-0.25;;0;0;1;2020_Jul_06_1029;haploAD;1;6;0.1;1.2;1.5;1.5;4.0;4.0;1;1024_600;-9;-9.0;0.0;0.0;22;0;10;25;25;5;5;0.0;15.0;108.479;109.489;1594020653.2139;1594020654.2241;1;5;0;1594020648.2291
JC;26;m;68;0;-0.25;;0;0;1;2020_Jul_06_1029;haploAD;1;6;0.1;1.2;1.5;1.5;4.0;4.0;1;1024_600;-8;7.0;0.0;0.0;22;0;10;25;25;6;6;15.0;15.0;109.643;110.333;1594020654.378;1594020655.0674;1;7;0;1594020648.2291
JC;26;m;68;0;-0.25;;0;0;1;2020_Jul_06_1029;haploAD;1;6;0.1;1.2;1.5;1.5;4.0;4.0;1;1024_600;7;7.0;0.0;0.0;22;0;10;25;25;7;7;0.0;15.0;110.488;111.177;1594020655.223;1594020655.9113;1;5;0;1594020648.2291
JC;26;m;68;0;-0.25;;0;0;1;2020_Jul_06_1029;haploAD;1;6;0.1;1.2;1.5;1.5;4.0;4.0;1;1024_600;-9.0;-9;0.0;0.0;22;0;10;25;25;8;8;0.0;15.0;111.335;112.239;1594020656.0702;1594020656.9737;1;5;0;1594020648.2291
JC;26;m;68;0;-0.25;;0;0;1;2020_Jul_06_1029;haploAD;1;6;0.1;1.2;1.5;1.5;4.0;4.0;1;1024_600;-6.0;9;0.0;0.0;22;0;10;25;25;9;9;15.0;15.0;112.396;113.076;1594020657.1306;1594020657.8102;1;7;0;1594020648.2291
JC;26;m;68;0;-0.25;;0;0;1;2020_Jul_06_1029;haploAD;1;6;0.1;1.2;1.5;1.5;4.0;4.0;1;1024_600;-8.0;-8;0.0;0.0;22;0;10;25;25;10;10;0.0;15.0;113.241;114.119;1594020657.9767;1594020658.8535;1;5;0;1594020648.2291
