id;age;sex;ipd(mm);taL;taR;tv;correctionR;correctionL;timeCorrection(sec);date;expName;blocksRepN;trialsRepN;rectWidth;margin;length;height;lengthStim;heightStim;blackBG;resolution;oriL;oriR;heightDrawStimuli0;heightDrawStimuli1;blockN;blockNCon;blockSf;blockScreenDistL;blockScreenDistR;trialN;trialNBlock;trialAlpha;blockAlpha;startGetTIme;endGetTIme;startTS;endTS;responseCorrect;responseKey;blockEndTS;blockStartTS
AS;27;m;68;-0.25;-0.25;;0;0;1;2020_Sep_09_0940;haploAD;1;6;0.1;1.2;1.5;1.5;4.0;4.0;1;1024_600;9.0;-6;0.0;0.0;22;0;10;25;25;0;0;15.0;15.0;191.029;193.35;1599633764.919;1599633767.2402;1;7;0;1599633764.919
AS;27;m;68;-0.25;-0.25;;0;0;1;2020_Sep_09_0940;haploAD;1;6;0.1;1.2;1.5;1.5;4.0;4.0;1;1024_600;-8;-8.0;0.0;0.0;22;0;10;25;25;1;1;0.0;15.0;193.513;194.353;1599633767.4031;1599633768.2431;1;5;0;1599633764.919
AS;27;m;68;-0.25;-0.25;;0;0;1;2020_Sep_09_0940;haploAD;1;6;0.1;1.2;1.5;1.5;4.0;4.0;1;1024_600;-8.0;-8;0.0;0.0;22;0;10;25;25;2;2;0.0;15.0;194.497;195.571;1599633768.387;1599633769.461;1;5;0;1599633764.919
AS;27;m;68;-0.25;-0.25;;0;0;1;2020_Sep_09_0940;haploAD;1;6;0.1;1.2;1.5;1.5;4.0;4.0;1;1024_600;6.0;-9;0.0;0.0;22;0;10;25;25;3;3;15.0;15.0;195.721;196.825;1599633769.6114;1599633770.7152;1;7;0;1599633764.919
AS;27;m;68;-0.25;-0.25;;0;0;1;2020_Sep_09_0940;haploAD;1;6;0.1;1.2;1.5;1.5;4.0;4.0;1;1024_600;10;-5.0;0.0;0.0;22;0;10;25;25;4;4;15.0;15.0;196.974;198.975;1599633770.8641;1599633772.865;1;7;0;1599633764.919
AS;27;m;68;-0.25;-0.25;;0;0;1;2020_Sep_09_0940;haploAD;1;6;0.1;1.2;1.5;1.5;4.0;4.0;1;1024_600;-7;8.0;0.0;0.0;22;0;10;25;25;5;5;15.0;15.0;199.13;203.416;1599633773.0199;1599633777.3057;1;7;0;1599633764.919
AS;27;m;68;-0.25;-0.25;;0;0;1;2020_Sep_09_0940;haploAD;1;6;0.1;1.2;1.5;1.5;4.0;4.0;1;1024_600;9.0;9;0.0;0.0;22;0;10;25;25;6;6;0.0;15.0;203.573;204.504;1599633777.4627;1599633778.3937;1;5;0;1599633764.919
AS;27;m;68;-0.25;-0.25;;0;0;1;2020_Sep_09_0940;haploAD;1;6;0.1;1.2;1.5;1.5;4.0;4.0;1;1024_600;5;5.0;0.0;0.0;22;0;10;25;25;7;7;0.0;15.0;204.654;206.14;1599633778.5437;1599633780.0298;1;5;0;1599633764.919
AS;27;m;68;-0.25;-0.25;;0;0;1;2020_Sep_09_0940;haploAD;1;6;0.1;1.2;1.5;1.5;4.0;4.0;1;1024_600;9.0;9;0.0;0.0;22;0;10;25;25;8;8;0.0;15.0;206.297;209.539;1599633780.1868;1599633783.4289;1;5;0;1599633764.919
AS;27;m;68;-0.25;-0.25;;0;0;1;2020_Sep_09_0940;haploAD;1;6;0.1;1.2;1.5;1.5;4.0;4.0;1;1024_600;-6.0;-6;0.0;0.0;22;0;10;25;25;9;9;0.0;15.0;209.691;213.368;1599633783.5818;1599633787.2586;1;5;0;1599633764.919
